DCID	Label	Drugs	Target
DC007023	N	artesunate|chloroquine|pyrimethamine|sulfadoxine	DHFR|GSTA2|TLR9|TNF
DC007029	N	lamivudine|didanosine|nevirapine	PNP
DC007044	N	fluorouracil|bevacizumab|enzastaurin|leucovorin	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|PRKCB|C1QC|C1QB|TYMS|FCGR3B|VEGFA|FCGR3A|FCGR1A
DC007046	P	docetaxel|epirubicin|zoledronate|trastuzumab	C1QA|FCGR3B|ERBB2|MAP4|C1S|EGFR|FCGR3A|FCGR1A|FCGR2A|TUBB1|MAP2|FCGR2B|C1R|FCGR2C|FDPS|TOP2A|C1QC|C1QB|CHD1|BCL2|MAPT|GGPS1
DC007050	N	temsirolimus|interferon alfa-2a	IFNAR1|MTOR|IFNAR2
DC007060	N	docetaxel|gemcitabine	MAP4|MAP2|TYMS|BCL2|RRM1|MAPT|CMPK1|TUBB1
DC007061	N	isotretinoin|sargramostim|aldesleukin	PRG2|SDC2|IL2RB|IL2RA|IL2RG|IL3RA|CSF2RB|CSF2RA|RARA
DC007062	N	heparin|aspirin	AKR1C1|SERPINC1|PTGS1|SELP|F10|PTGS2
DC007146	N	bevacizumab|temsirolimus	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|C1QC|C1QB|MTOR|FCGR3B|VEGFA|FCGR3A|FCGR1A
DC007150	N	morphine|naltrexone	OPRK1|SIGMAR1|OPRM1|OPRD1
DC007151	N	dextroamphetamine|amphetamine	CARTPT|SLC6A3|SLC18A2|ADRA1A|ADRA1B|SLC6A2
DC007152	N	hydrochlorothiazide|valsartan|amlodipine	CACNA1C|CACNA1D|CACNA2D3|KCNMA1|CACNA1B|CA4|CA1|CACNA1S|CACNA2D1|CA2|CACNB2|SLC12A3|CA12|AGTR1|CA9|CACNB1
DC007153	N	amoxicillin|clarithromycin|omeprazole	ATP4A
DC007154	N	calcium|ezetimibe|atorvastatin	NPC1L1|CALM1|TNNC2|DPP4|ANPEP|HMGCR|CACNA1C|COMP|S100B|CAST|ATP2C1|AHR|SPTBN1|SOAT1|TNNC1
DC007155	N	estradiol|norethindrone	NR1I2|ESR2|PGR|ESR1
DC007156	N	metformin|saxagliptin	DPP4|PRKAB1
DC007157	N	cobicistat|emtricitabine|tenofovir|elvitegravir	CYP3A4
DC007158	N	aliskiren|amlodipine	CACNA1C|CACNA1D|CACNA2D3|CACNA1B|CA1|CACNA1S|CACNA2D1|CACNB2|REN|CACNB1
DC007159	N	norelgestromin|ethinyl estradiol	NR1I2|ESR1|PGR
DC007160	N	valsartan|aliskiren	REN|AGTR1
DC007161	N	hydrochlorothiazide|aliskiren|amlodipine	CACNA1C|CACNA1D|CACNA2D3|KCNMA1|CACNA1B|CA4|CA1|CACNA1S|CACNA2D1|CA2|CACNB2|REN|SLC12A3|CA12|CA9|CACNB1
DC007162	N	chloroquine|primaquine	GSTA2|KRT7|TLR9|NQO2|TNF
DC007163	N	hydrochlorothiazide|moexipril	ACE2|KCNMA1|ACE|CA4|CA1|CA2|SLC12A3|CA12|CA9
DC007164	N	metformin|alogliptin	DPP4|PRKAB1
DC007165	N	formoterol|mometasone	ADRB2|NR3C1
DC007166	N	azilsartan|chlorthalidone	SLC12A1|AGTR1
DC007167	N	hydrochlorothiazide|olmesartan|amlodipine	CACNA1C|CACNA1D|CACNA2D3|KCNMA1|CACNA1B|CA4|CA1|CACNA1S|CACNA2D1|CA2|CACNB2|SLC12A3|CA12|AGTR1|CA9|CACNB1
DC007168	N	alendronate|cholecalciferol	FDPS|VDR|PTPRE|PTPN4|PTPRS|ATP6V1A
DC007169	N	tamsulosin|dutasteride	SRD5A2|ADRA1A|ADRA1B|ADRA1D|SRD5A1
DC007171	N	desogestrel|ethinyl estradiol	NR1I2|ESR1|PGR
DC007172	N	doxylamine succinate|pyridoxine	HRH1|CHRM1|PDXK
DC007173	N	metformin|linagliptin	DPP4|PRKAB1
DC007174	N	norgestrel|ethinyl estradiol	NR1I2|ESR1
DC007175	N	brinzolamide|brimonidine	ADRA2B|CA5A|ADRA2C|ADRA2A|CA4|CA1|CA2
DC007176	N	quinidine|dextromethorphan	GRIN3A|KCNK1|SIGMAR1|SLC6A4|KCNK6|KCNH2|CHRNA2|SCN5A
DC007177	N	lidocaine|bupivacaine	PTGER1|SCN9A|SCN5A|SCN10A|EGFR
DC007178	N	drospirenone|levomefolate calcium|ethinyl estradiol	NR3C2|AR|TYMS|ESR1|PGR|NR1I2
DC007179	N	levonorgestrel|ethinyl estradiol	AR|ESR1|PGR|NR1I2|SRD5A1
DC007180	N	estradiol valerate|dienogest	ESR1|PGR
DC007181	N	lidocaine|dexamethasone	EGFR|SCN9A|NOS2|SCN5A|NR3C1|ANXA1|SCN10A|NR0B1
DC007182	N	phentermine|topiramate	SLC6A3|SCN1A|GRIK1|MAOB|GABRA1|CA4|SLC6A4|CA2|SLC6A2|MAOA
DC007183	N	fluticasone furoate|vilanterol	ADRB2|NR3C1
DC007185	N	conjugated estrogen|bazedoxifene	ESR1|ESR2
DC007186	N	emtricitabine|tenofovir|rilpivirine	NR1I2
DC007187	N	famotidine|ibuprofen	PTGS2|THBD|PTGS1|PLAT|FABP2|HRH2|BCL2|CFTR|PPARG
DC007188	N	isoproterenol|acetylcysteine	ADRB2|ADRB3|ADRB1|MAPK1|PIK3R3|PIK3R2|PIK3R1
DC007189	N	hydrocortisone|aciclovir	NR3C1|ANXA1
DC007193	N	probenecid|ampicillin	SLC22A11|PANX1|SLC22A6|SLC22A8
DC007195	N	aspirin|butalbital	AKR1C1|CHRNA4|GABRA5|GABRA1|GABRA4|GRIA2|PTGS1|GABRA6|GRIK2|GABRA3|CHRNA7|GABRA2|PTGS2
DC007196	N	caffeine|propoxyphene|aspirin	AKR1C1|ADORA1|PTGS1|RYR1|OPRK1|PDE4B|OPRD1|OPRM1|ADORA2A|PTGS2
DC007197	N	hydrocodone|aspirin	AKR1C1|PTGS1|OPRD1|OPRM1|PTGS2
DC007198	N	pentazocine|aspirin	AKR1C1|PTGS1|SIGMAR1|OPRK1|OPRM1|PTGS2
DC007199	N	pravastatin|aspirin	AKR1C1|PTGS1|HMGCR|PTGS2
DC007312	N	prazosin|polythiazide	KCNH6|KCNH7|ADRA1A|ADRA1B|KCNH2|ADRA1D|SLC12A3
DC007313	N	polythiazide|reserpine	SLC18A1|SLC18A2|SLC12A3
DC007314	N	tetracycline|procaine	SLC6A3|CHRNA2|HTR3A|SCN10A|GRIN3A|PRNP
DC007315	N	procaine|theophylline	SLC6A3|HDAC2|ADORA1|GRIN3A|PDE3A|ADORA2B|PDE4B|PDE4A|PDE5A|HTR3A|SCN10A|CHRNA2|ADORA2A
DC007316	N	quinethazone|reserpine	SLC18A1|SLC18A2|SLC12A3
DC007317	N	trichlormethiazide|reserpine	SLC18A1|SLC18A2|SLC12A3
DC007318	N	sitagliptin|simvastatin	DPP4|HMGCR|ITGB2
DC007322	N	umeclidinium bromide|vilanterol	ADRB2
DC007237	N	hydrochlorothiazide|deserpidine	KCNMA1|SLC18A2|CA4|CA1|CA2|SLC12A3|CA12|CA9
DC007238	N	methyclothiazide|deserpidine	SLC18A2|SLC12A3
DC007239	N	neomycin|dexamethasone	NR3C1|ANXA1|NR0B1|NOS2
DC007240	N	neomycin|polymyxin b sulfate|dexamethasone	NR3C1|ANXA1|NR0B1|NOS2
DC007242	N	heparin|lidocaine|dihydroergotamine mesylate	SERPINC1|SCN9A|SELP|ADRA2A|HTR2B|F10|SCN5A|SCN10A|EGFR|HTR1D|HTR1B
DC007243	N	diltiazem|enalapril	ACE|CACNG1
DC007245	N	naproxen|diphenhydramine	PTGS1|HRH1|PTGS2
DC007246	N	pseudoephedrine|diphenhydramine	SLC6A3|ADRB2|ADRB1|ADRA2A|SLC6A4|ADRA1A|SLC6A2|HRH1
DC007247	N	fentanyl|droperidol	DRD2|ADRA1A|OPRK1|OPRD1|OPRM1
DC007248	N	etidocaine hydrochloride|epinephrine	ADRA2B|ADRB2|PAH|ADRB1|ADRA2A|ADRA1A|ADRA1B|ADRA1D
DC007249	N	procaine|epinephrine	ADRA2B|ADRB2|SLC6A3|GRIN3A|PAH|ADRB1|ADRA2A|ADRA1A|ADRA1B|ADRA1D|HTR3A|SCN10A|CHRNA2
DC007250	N	naproxen|esomeprazole	ATP4A|PTGS1|PTGS2
DC007251	N	estradiol cypionate|medroxyprogeterone acetate	ESR1|ESR2|PGR
DC007252	N	estradiol cypionate|testosterone	CYP19A1|ESR2|ESR1|AR
DC007253	N	estradiol valerate|testosterone	CYP19A1|ESR1|AR
DC007254	N	conjugated estrogen|medroxyprogeterone acetate	ESR1|PGR
DC007255	N	conjugated estrogen|meprobamate	GABRA5|GABRA1|GABRA6|ESR1|GABRA4|GABRA2|GABRA3
DC007256	N	ferrous fumarate|norethindrone|ethinyl estradiol	NR1I2|PGR|ESR1
DC007258	N	norgestimate|ethinyl estradiol	ESR1|NR1I2|PGR
DC007259	N	mestranol|ethynodiol diacetate	ESR1|PGR
DC007260	N	ferrous sulfate|folic acid	FOLR3|FOLR2
DC007261	N	fluocinolone acetonide|neomycin	NR3C1
DC007262	N	tobramycin|fluorometholone	NR3C1
DC007263	N	sulfacetamide|fluorometholone	NR3C1
DC007265	N	neomycin|flurandrenolide	NR3C1
DC007266	N	guanethidine monosulfate|hydrochlorothiazide	KCNMA1|CA4|CA1|CA2|SLC6A2|SLC12A3|CA12|CA9
DC007267	N	hydrochlorothiazide|hydralazine	KCNMA1|AOC3|CA4|CA1|CA2|SLC12A3|CA12|P4HA1|CA9
DC007268	N	hydrochlorothiazide|hydralazine|reserpine	KCNMA1|SLC18A1|AOC3|CA4|CA1|SLC18A2|CA2|SLC12A3|CA12|P4HA1|CA9
DC007270	N	reserpine|hydralazine	P4HA1|AOC3|SLC18A1|SLC18A2
DC007271	N	hydrochlorothiazide|labetalol	ADRB2|KCNMA1|ADRB1|CA4|ADRA1A|CA1|ADRA1B|CA2|SLC12A3|CA12|CA9
DC007272	N	pindolol|hydrochlorothiazide	HTR1A|ADRB2|KCNMA1|ADRB1|CA4|CA1|CA2|SLC12A3|CA12|HTR1B|CA9
DC007273	N	hydrochlorothiazide|reserpine	KCNMA1|SLC18A1|SLC18A2|CA4|CA1|CA2|SLC12A3|CA12|CA9
DC007274	N	timolol|hydrochlorothiazide	ADRB2|KCNMA1|ADRB1|CA4|CA1|CA2|SLC12A3|CA12|CA9
DC007275	N	hydrocodone|phenylpropanolamine	ADRB1|ADRA2A|DRD1|ADRA1A|OPRD1|OPRM1
DC007276	N	pseudoephedrine|hydrocodone	SLC6A3|ADRB2|ADRB1|ADRA2A|SLC6A4|ADRA1A|SLC6A2|OPRD1|OPRM1
DC007277	N	neomycin|hydrocortisone	NR3C1|ANXA1
DC007281	N	urea|hydrocortisone	NR3C1|ANXA1
DC007283	N	polymyxin b sulfate|hydrocortisone	NR3C1|ANXA1
DC007284	N	tetracycline|hydrocortisone	NR3C1|ANXA1|PRNP
DC007285	N	reserpine|hydroflumethiazide	SLC18A1|SLC18A2|SLC12A3
DC007286	N	tropicamide|hydroxyamphetamine	ADRB1|ADRA2A|DRD1|ADRA1A|CHRM3|CHRM1|CHRM4|CHRM2
DC007287	N	ibuprofen|phenylephrine	THBD|PTGS1|PLAT|ADRA1A|FABP2|ADRA1B|PPARG|BCL2|ADRA1D|CFTR|PTGS2
DC007288	N	phenylephrine|isoproterenol	ADRB2|ADRB3|ADRB1|ADRA1A|MAPK1|ADRA1B|ADRA1D|PIK3R3|PIK3R2|PIK3R1
DC007290	N	leuprolide acetate|norethindrone	GNRHR|PGR
DC007291	N	procaine|propoxycaine hydrochloride|levonordefrin	SLC6A3|GRIN3A|ADRA1A|SLC6A2|HTR3A|SCN10A|CHRNA2
DC007292	N	lidocaine|oxytetracycline	SCN9A|SCN10A|EGFR|SCN5A
DC007293	N	loperamide|simethicone	CALM1|POMC|OPRK1|OPRD1|OPRM1|CACNA1A
DC007296	N	meperidine|promethazine	CALM1|GRIN2B|HRH1|GRIN2C|DRD2|CHRM3|ADRA1A|GRIN1|CHRM5|HTR2A|CHRM1|OPRK1|GRIN2A|CHRM4|GRIN2D|CHRM2
DC007297	N	tretinoin|mequinol	RARG|RARRES1|RXRB|ALDH1A1|RXRG|ALDH1A2|GPRC5A|NR0B1
DC007298	N	mestranol|norethynodrel	ESR1
DC007299	N	methyclothiazide|pargyline hydrochloride	MAOB|SLC12A3
DC007300	N	methyclothiazide|reserpine	SLC18A1|SLC18A2|SLC12A3
DC007301	N	neomycin|methylprednisolone	NR3C1
DC007302	N	prednisolone|neomycin	NR3C1
DC007303	N	neomycin|triamcinolone	NR3C1
DC007304	N	pyridoxine|niacinamide|tyrosine	SIRT5|LDHA|PARP1|BST1|PDXK
DC007307	N	sulfamethoxazole|phenazopyridine hydrochloride	SCN1A
DC007308	N	trimethoprim|phenazopyridine hydrochloride|sulfamethoxazole	SCN1A|DHFR|TYMS
DC007309	N	sulfisoxazole|phenazopyridine hydrochloride	SCN1A
DC007310	N	pyrilamine maleate|phenylephrine	ADRA1B|HRH1|ADRA1D|ADRA1A
